Date,Day,Event,Location,Address,County,City,Region,LAT,LON
5/19/2023,Friday,Budget Labor Rally Event,Buffalo Laborers Training Center Local 210,"1370 Seneca Street, Buffalo, NY",Erie,Buffalo,Western New York,42.8685993,-78.8285412
5/19/2023,Friday,New York State FFA Convention,Buffalo Niagara Convention Center,"153 Franklin Street, Buffalo, NY",Erie,Buffalo,Western New York,42.8872747,-78.8758901
5/20/2023,Saturday,Visit Troy Waterfront Farmers Market,Monument Square,"Broadway & 2nd Street, Troy, NY",Rensselaer,Troy,Capital Region,42.7310051,-73.6877828
5/22/2023,Monday,Press Conference,Union Square Events,"147 41st Street, Brooklyn, NY",Kings,Brooklyn,New York City,40.6548281,-74.0121598
5/22/2023,Monday,Restore NY Event,iPark 87,"300 Enterprise Dr, Kingston, NY 12401",Ulster,Kingston,Mid-Hudson,41.9701472,-73.998308
5/23/2023,Tuesday,New York State Emergency Medical Services Memorial Service ,Empire State Plaza ,"100 S Mall Arterial, Albany, NY 12242",Albany,Albany,Capital Region,42.6517957,-73.7619817
5/23/2023,Tuesday,Dominicans in Albany Reception,Empire State Plaza ,"100 S Mall Arterial, Albany, NY 12242",Albany,Albany,Capital Region,42.6517957,-73.7619817
5/23/2023,Tuesday,2023 LCA Show,Sixty State Place,"60 State Street, Albany, NY",Albany,Albany,Capital Region,42.649026,-73.7521475
5/24/2023,Wednesday,Metropolitan Transportation Authority Board Meeting,,"2 Broadway, New York, NY",New York,New York,New York City,41.1097101,-73.796129
5/24/2023,Wednesday,Fortune’s Most Powerful Women Dinner,Park Hyatt New York,"153 West 57th Street, New York, NY",New York,New York,New York City,40.7654216,-73.9793143
5/25/2023,Thursday,New York Law School Commencement Ceremony,David Geffen Hall,"10 Lincoln Center Plaza, New York, NY",New York,New York,New York City,40.770644,-73.980474
5/25/2023,Thursday,LGBT Bar Association Foundation of Greater New York Annual Gala,Tribeca Rooftop,"2 Desbrosses Street, New York, NY",New York,New York,New York City,40.7234339,-74.0084445
5/25/2023,Thursday,"Intrepid Sea, Air & Space Museum 2023 Salute to Freedom Gala",,"West 46th Street and 12th Avenue, New York, NY",New York,New York,New York City,40.767303,-73.996034
5/29/2023,Monday,New York State Veterans Memorial Day Ceremony,,"6632 NY-96A, Romulus, NY",Seneca,Romulus,Finger Lakes,42.698695,-76.873254
5/30/2023,Tuesday,Bond Act Listening Tour Event,University at Buffalo Center for Tomorrow,"Flint Road, Buffalo, NY",Erie,Buffalo,Western New York,42.9976498,-78.7872391
5/31/2023,Wednesday,SUNY State of the University Address,Albany Capital Center ,"55 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.650131,-73.7564044
5/31/2023,Wednesday,Childcare Event,Vivvi DUMBO Campus,"55 Prospect Street, Brooklyn, NY",Kings,Brooklyn,New York City,40.7007728,-73.9881302
6/1/2023,Thursday,Stony Brook University Jim Simon Foundation Event,Fischbach Auditorium,"160 5th Avenue, New York, NY",New York,New York,New York City,40.7404385,-73.991146
6/1/2023,Thursday,JCRC-NY UJA Federation Farewell Celebration for Ambassador Asaf    Zamir,UJA,"130 East 59th Street, New York, NY",New York,New York,New York City,40.7622906,-73.9685702
6/2/2023,Friday,Nappi Wellness Institute Ribbon Cutting Ceremony,,"725 East Adams Street, Syracuse, NY",Onondaga,Syracuse,Central New York,43.0431024,-76.1414149
6/4/2023,Sunday,Met Council Legislative Breakfast,Yale Club,"50 Vanderbilt Ave, New York, NY",New York,New York,New York City,40.75402,-73.9775214
6/4/2023,Sunday,New York City Israel Day Parade,,"55th Street and 6th Avenue,  New York, NY",New York,New York,New York City,40.753554,-73.985042
6/5/2023,Monday,Groundbreaking Ceremony,New Buffalo Bills Stadium Construction Site,"1496 Abbott Road, Orchard Park, NY",Erie,Orchard Park,Western New York,42.753838,-78.795315
6/6/2023,Tuesday,New York State Council on the Arts Announcement,Storm King Art Center,"1 Museum Road, New Windsor, NY",Orange,New Windsor,Mid-Hudson,41.4247259,-74.0605921
6/7/2023,Wednesday,Investiture of Judge Caitlin Halligan,Court of Appeals,"20 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6522485,-73.7538426
6/7/2023,Wednesday,Pride Month Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
6/7/2023,Wednesday,Air Quality Press Conference,UAlbany ETEC,"1220 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.6834005,-73.8105252
6/8/2023,Thursday,Air Quality Press Conference,UAlbany ETEC,"1220 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.6834005,-73.8105252
6/8/2023,Thursday,New York State Perinatal Association Awards Luncheon,Hilton Albany,"40 Lodge Street, Albany, NY",Albany,Albany,Capital Region,42.6507442,-73.7531445
6/8/2023,Thursday,Public Employee Federation Executive Board Meeting,Hilton Albany,"40 Lodge Street, Albany, NY",Albany,Albany,Capital Region,42.6507442,-73.7531445
6/9/2023,Friday,Deliver Remarks to New York Real Estate Chamber Emerging Markets and Leaders Conference  ,Harvard Club NYC,"35 West 44th Street, New York, NY",New York,New York,New York City,40.7556958,-73.9815902
6/11/2023,Sunday,2023 Annual Puerto Rican Day Parade,,"5th Avenue and 43rd Street, New York, NY",New York,New York,New York City,40.750493,-73.971713
6/12/2023,Monday,Albright-Knox Art Gallery Museum Grand Opening,,"1285 Elmwood Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9321293,-78.8756839
6/13/2023,Tuesday,Parental Leave Announcement,Albany Labor Temple,"890 3rd Street, Albany, NY",Albany,Albany,Capital Region,42.6788198,-73.7856617
6/14/2023,Wednesday,New York State Police Academy 212th Session of the Basic School  Graduation ,Empire State Plaza ,"100 S Mall Arterial, Albany, NY 12242",Albany,Albany,Capital Region,42.6517957,-73.7619817
6/14/2023,Wednesday,Caribbean Heritage Month Reception,Major R. Owens Health & Wellness Community Center,"1561 Bedford Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6687404,-73.9547443
6/15/2023,Thursday,Youth Mental Health Summit Reception,Jacob K. Javits Convention Center,"655 West 34th Street, New York, NY",New York,New York,New York City,40.7570972,-74.0044345
6/15/2023,Thursday,Opening Remarks at the Youth Mental Health Summit,Jacob K. Javits Convention Center,"655 West 34th Street, New York, NY",New York,New York,New York City,40.7570972,-74.0044345
6/15/2023,Thursday,Closing Remarks at the Youth Mental Health Summit ,Jacob K. Javits Convention Center,"655 West 34th Street, New York, NY",New York,New York,New York City,40.7570972,-74.0044345
6/16/2023,Friday,Jamaica Hospital Event,,"8900 Van Wyck Expressway, Queens, NY",Queens,Queens,New York City,40.7003665,-73.8164967
6/16/2023,Friday,Funeral Service for New York State Police Captain Christopher J. Garrow,"St. Peter’s Church, Holy Cross Catholic Parish","114 Cornelia Street, Plattsburgh, NY",Clinton,Plattsburgh,North Country,44.699479,-73.4589465
6/16/2023,Friday,Schroon Lake Lodge Ribbon Cutting Ceremony,The Lodge at Schroon Lake,"210 Registration Way, Schroon Lake, NY",Essex,Schroon Lake,North Country,43.8350135,-73.7656151
6/17/2023,Saturday,48th Annual Buffalo Juneteenth Parade,First Timothy Missionary Baptist Church,"1463 Genesee Street, Buffalo, NY",Erie,Buffalo,Western New York,42.9074732,-78.8259063
6/20/2023,Tuesday,Interstate Task Force on Illegal Guns Meeting,The New York State Police Academy,"1220 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.6834005,-73.8105252
6/20/2023,Tuesday,Edie Windsor & Thea Spyer Way Street Naming Event,,"5th Avenue & Washington Square North, New York, NY",New York,New York,New York City,40.7310629,-73.9962598
6/21/2023,Wednesday,High Line Moynihan Connector Ribbon-Cutting Ceremony,High Line Spur,"30th Street and 10th Avenue, New York, NY",New York,New York,New York City,40.741474,-74.008716
6/21/2023,Wednesday,United Way and My Brother's Keeper/My Sister's Keeper Legislative Breakfast,New York City Bar Association,"42 West 44th Street, New York, NY",New York,New York,New York City,40.7555187,-73.9819926
6/22/2023,Thursday,Building Trades Employers Association of New York Safe Build Forum and Awards,Club 101,"101 Park Avenue, New York, NY",New York,New York,New York City,40.7508308,-73.9776118
6/22/2023,Thursday,Unlicensed Cannabis Enforcement Event,Department of Taxation and Finance,"15 Metrotech, Brooklyn, NY",Kings,Brooklyn,New York City,40.6930341,-73.9870146
6/22/2023,Thursday,Scholastic Kids Press Interview,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
6/22/2023,Thursday,Greet White House Fellows,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
6/23/2023,Friday,Medgar Evers College Prep School Graduation,Medgar Evers College Auditorium,"1650 Bedford Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6662941,-73.9583633
6/23/2023,Friday,Reproductive Healthcare Bill Signing Event,New York Academy of Medicine,"1216 5th Avenue, New York, NY",New York,New York,New York City,42.7230105,-73.706904
6/24/2023,Saturday,Friends of the Rockefeller State Park Preserve Gala Lunch ,,"1 Rockwood Hall, Sleepy Hollow, NY",Westchester,Sleepy Hallow,Mid-Hudson,40.927913,-73.761284
6/24/2023,Saturday,Harlem Pride Celebration Street Fair,,"12th Avenue and West 135th Street, New York, NY",New York,New York,New York City,40.811558,-73.934789
6/24/2023,Saturday,Prospect Park Alliance Event  ,,"Prospect Park Southwest and Vanderbilt Street, Brooklyn, NY",Kings,Brooklyn,New York City,40.658722,-73.975157
6/25/2023,Sunday,Bill Signing & Annual New York City Pride March,,"26th Street and 5th Avenue, New York, NY",New York,New York,New York City,40.762966,-73.973968
6/26/2023,Monday,Penn Station Infrastructure Event,Long Island Railroad Concourse at Penn Station,"33rd Street and 7th Avenue, New York, NY",New York,New York,New York City,40.802533,-73.953026
6/27/2023,Tuesday,Congestion Pricing Announcement,NYU Kimmel Center,"60 Washington Square Park South, New York, NY",New York,New York,New York City,40.736546,-73.989044
6/28/2023,Wednesday,Funeral Service for Lieutenant Governor Richard Ravitch,Central Synagogue,"652 Lexington Avenue, New York, NY",New York,New York,New York City,40.6657532,-73.5651032
6/29/2023,Thursday,Air Quality Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
6/30/2023,Friday,The Strong National Museum of Play Ribbon Cutting Ceremony,The Strong National Museum of Play ,"1 Manhattan Square Drive, Rochester, NY",Monroe,Rochester,Finger Lakes,43.1527708,-77.6008589
7/10/2023,Monday,Extreme Flooding Briefing,Village of Highland Falls Village Hall,"303 Main Street, Highland Falls, NY 10928",Orange,Highland Falls,Mid-Hudson,41.3705771,-73.9653992
7/10/2023,Monday,Tour of Happiness House,,"5415 County Road 30, Canandaigua, NY",Ontario,Canandaigua,Finger Lakes,42.898198,-77.3116733
7/10/2023,Monday,Greet with Elected Officials and First Responders,Canandaigua Fire Department,"355 South Main Street, Canandaigua, NY",Ontario,Canandaigua,Finger Lakes,42.882678,-77.2774835
7/10/2023,Monday,Storm Damage Briefing,Canandaigua Fire Department,"355 South Main Street, Canandaigua, NY",Ontario,Canandaigua,Finger Lakes,42.882678,-77.2774835
7/10/2023,Monday,Extreme Flooding Press Conference,Canandaigua Fire Department,"355 South Main Street, Canandaigua, NY",Ontario,Canandaigua,Finger Lakes,42.882678,-77.2774835
7/11/2023,Tuesday,National Association of Latino Elected & Appointed Officials Event,New York Marriott Marquis,"1535 Broadway, New York, NY",New York,New York,New York City,40.758597,-73.9861935
7/11/2023,Tuesday,Hate Crimes Prevention Bill Signing,Museum of Jewish Heritage ,"36 Battery Place, New York, NY",New York,New York,New York City,40.7061186,-74.0182811
7/12/2023,Wednesday,Greet with Commuters at Grand Central Station,Grand Central Station,"89 E 42nd St, New York, NY 10017",New York,New York,New York City,40.7526943,-73.977253
7/12/2023,Wednesday,Metro-North Press Conference,Grand Central Station,"89 E 42nd St, New York, NY 10017",New York,New York,New York City,40.7526943,-73.977253
7/14/2023,Friday,Shark Safety Event,Jones Beach Energy & Nature Center,"150 Bay Parkway, Wantagh, NY",Nassau,Wantagh,Long Island,40.5848209,-73.560407
7/16/2023,Sunday,Extreme Weather Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
7/17/2023,Monday,Doubleday Field Ribbon Cutting Ceremony,National Baseball Hall of Fame & Museum,"25 Main Street, Cooperstown, NY",Otsego,Cooperstown,Mohawk Valley,42.6999386,-74.9229347
7/17/2023,Monday,Visit Golden Artist Colors,,"188 Bell Road, New Berlin, NY",Chenango,New Berlin,Southern Tier,42.6662313,-75.3432358
7/18/2023,Tuesday,Orange County Storm Announcement,Sacred Heart of Jesus Covenant School,"7 Cozzens Avenue, Highland Falls, NY",Orange,Highland Falls,Mid-Hudson,41.372386,-73.9652475
7/18/2023,Tuesday,Housing Event,Powerhouse Arts,"322 Third Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.676285,-73.986998
7/20/2023,Thursday,Seneca Falls Anniversary Celebration Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
7/21/2023,Friday,1-81 Event,STEAM at Dr. King Elementary School – Cafeteria,"416 East Raynor Avenue, Syracuse, NY",Onondaga,Syracuse,Central New York,43.0347912,-76.1442886
7/21/2023,Friday,Tour of Village of Homer,Village of Homer,"Homer, NY",Cortland,Homer,Central New York,42.6370141,-76.1788174
7/21/2023,Friday,Tour of City of Auburn,New York State Equal Rights Heritage Center,"25 South Street, Auburn, NY",Cayuga,Auburn,Central New York,42.9299205,-76.5667108
7/21/2023,Friday,Women’s March & Rally,The First Presbyterian Church of Seneca Falls,"23 Cayuga Street, Seneca Falls, NY",Seneca,Seneca Falls,Finger Lakes,42.9117846,-76.7962912
7/26/2023,Wednesday,New York Building Congress Construction Industry Breakfast,New York Hilton Midtown,"1335 Avenue of the Americas, New York, NY",New York,New York,New York City,40.762461,-73.979713
7/26/2023,Wednesday,Splash Indoor Water Park Ribbon Cutting Ceremony,Splash Indoor Water Park,"92 East First Street, Oswego, NY",Oswego,Oswego,Central New York,43.458548,-76.508357
7/26/2023,Wednesday,Oswego DRI Tour,Downtown Oswego West,"1st Street, Oswego, NY",Oswego,Oswego,Central New York,43.4547284,-76.5095967
7/26/2023,Wednesday,Central New York Inter-DRI Forum,Syracuse Downtown SUNY Oswego Campus,"2 South Clinton Street, Syracuse, NY",Onondaga,Syracuse,Central New York,43.050786,-76.153645
7/27/2023,Thursday,We Love NYC MTA Riders Choice Awards,,"46th Street and Broadway, New York, NY",New York,New York,New York City,40.815545,-73.956918
7/27/2023,Thursday,5WTC Affordable Housing Announcement,3WTC,"175 Greenwich Street, New York, NY",New York,New York,New York City,40.711006,-74.0116426
7/27/2023,Thursday,Americans with Disabilities Act Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
7/28/2023,Friday,Buffalo Public Safety Event ,Buffalo Police Headquarters,"68 Court Square, Buffalo, NY",Erie,Buffalo,Western New York,42.885042,-78.843035
7/28/2023,Friday,Folwell Senior Housing Ribbon Cutting Ceremony,Folwell Senior Apartments,"140 Hodge Street, Buffalo, NY",Erie,Buffalo,Western New York,42.969429,-78.785775
7/28/2023,Friday,Buffalo Central Labor Council Summer Picnic,Iron Workers Local 6,"196 Orchard Park Road, West Seneca, NY",Erie,West Seneca,Western New York,42.837978,-78.7879725
7/31/2023,Monday,Gun Violence Prevention Event,City Hall,"City Hall Park, New York, NY 10007",New York,New York,New York City,40.7524368,-73.4204648
8/1/2023,Tuesday,New Amsterdam Apartments Ribbon Cutting Ceremony,New Amsterdam Apartments,"26 Wall Street, Amsterdam, NY",Montgomery,Amsterdam,Mohawk Valley,42.9403364,-74.1960044
8/2/2023,Wednesday,Micron Childcare Facility Announcement,North Area YMCA,"4775 Wetzel Road, Liverpool, NY",Onondaga,Liverpool,Central New York,43.1497626,-76.18507
8/2/2023,Wednesday,Executive Chamber vs. Press Corps Softball Game,UAlbany Varsity Softball Field,"1400 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.6840271,-73.8258773
8/3/2023,Thursday,Education Grant Funding Announcement,New York State Education Department,"89 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.653962,-73.7574723
8/7/2023,Monday,Housing Roundtable Discussion,Harrison Public Library,"2 Bruce Avenue, Harrison, NY",Westchester,Harrison,Mid-Hudson,40.9708613,-73.7121612
